UserID,Username,Email,PasswordHash,Phone,Address,CityID,SignUpDate,AcquisitionChannelID,ReferredBy,LastLoginDate,IsActive,Preferences
32,bhandarikrishna,kevin70@example.net,57f75a03236c3766a9438cb1e975377f0e91a0c8a5f1dd78f294025c5037467d,04739568947,"85/54, Srinivas Zila, Bhusawal-480319",30,2024-01-02,7,,2024-01-07,True,"{""dietary"": ""Jain""}"
33,skapoor,qchaudhuri@example.org,1fa31dc6a5bd79427f048c3ce1bddcd560c3e158108e4c1fc0cb283fcf5e7b1d,7287370798,"57/81, Krish Street, Dehri 150676",49,2024-01-02,1,,2024-01-03,True,"{""dietary"": ""Vegetarian""}"
34,khuranapriya,fiyaz30@example.com,42b342580a5c54b29422d88a2cfde579e6aa334047e639a338105eae1c66e943,3945429403,"H.No. 403, Yohannan Street, Baranagar 006955",8,2024-01-02,6,,2024-01-31,True,"{""dietary"": ""Jain""}"
35,madhavmohan,veer34@example.org,4baf46391954e46788842712840169151ad06c3ce2056ae0d54e2858dfeaeabd,01110246403,"H.No. 63, Raj Street, Firozabad-184831",42,2024-01-02,2,,2024-01-06,True,"{""dietary"": ""Vegan""}"
36,ijaya81,hemang88@example.org,c0654f5ecaa05843cc46f7d558af12b919046ed3f7afde416287da4da36096ce,5137876911,"51, Acharya Street, Chandrapur-151098",29,2024-01-02,1,,2024-02-01,False,"{""dietary"": ""Jain""}"
37,arjun46,ijaya82@example.org,4ee9be54431c698c6d9012de625fda1fab98243e160df412a039b3f0a498472b,+919111398137,"64, Murthy Marg, Hyderabad-660478",1,2024-01-02,5,9,2024-01-21,True,"{""dietary"": ""Jain""}"
38,parth52,karcharles@example.org,d1d54681a8d4b911e1badc55a64dd36584b9c3647338f97c03d6f5276f3e9fb1,02830948419,"H.No. 321, Kashyap Street, Hyderabad-076941",13,2024-01-02,1,,2024-01-28,True,"{""dietary"": ""Jain""}"
39,vermakashvi,sastrychandresh@example.com,f30ece29cc0f5d6b9c8d90df3c8bd173bba580826faa27fd96d5fe13b4e2b33d,+914599562641,"H.No. 62, Parikh Path, Patna 798478",40,2024-01-02,2,,2024-01-30,True,"{""dietary"": ""Jain""}"
40,rajeshrithaman,malhotrasaumya@example.org,d1ed9887610c75d0ee3f6dd3f4ebe39eff3af36a57df426e554dc379e0c65230,04781802683,"84, Barad Circle, Junagadh-457369",25,2024-01-02,5,29,2024-01-16,True,"{""dietary"": ""Vegetarian""}"
41,charanbhattacharyya,dpadmanabhan@example.com,59f422efe6b9939f33c1d3632aca72f8938960313ac47e9d1143d60aa0fe1815,02611144666,"30/935, Agarwal Marg, Sangli-Miraj & Kupwad-031685",11,2024-01-02,1,,2024-01-28,True,"{""dietary"": ""Vegan""}"
42,sanghviaahana,warjas94@example.com,2fa91519ea07cffdbf35caa6e9521b4f31c5c47e9f8f00efb2a1ac7b9fbfab6e,9406174537,"64/311, Krishnan Road, Tadipatri-944402",40,2024-01-02,1,,2024-01-26,False,"{""dietary"": ""Jain""}"
43,gsaran,ubikagaba@example.org,177c1474c5e7a4dcbc2ad5a5abe9b2efd525b618e3418675c2808490b7af70b9,+918569370297,"H.No. 425, Rau Chowk, Bellary 177981",50,2024-01-02,5,14,2024-01-22,True,"{""dietary"": ""Vegan""}"
44,narulawaida,saumyatank@example.com,89e64f6526e53010a23a9e4329183cc2ba0a5bf2c48af0535f1eb0edf76cda2f,6154886409,"95/863, Joshi Path, Aligarh 575585",27,2024-01-02,1,,2024-01-16,True,"{""dietary"": ""Vegan""}"
45,ektasagar,hemangwalla@example.com,d6e4b4ef2a174f0ced236365337f8294635e38f62929654c827894487ed32aa6,5405862466,"497, Ravi Road, Ratlam 462835",45,2024-01-02,6,,2024-01-09,True,"{""dietary"": ""Vegan""}"
46,annepahal,jeet70@example.net,1c35f0453f1141949ab9612640d39c65b11852f3a4ecb4a98c3dc73e29bd40e0,5820984480,"69, Thakur Road, Thane-011728",11,2024-01-02,1,,2024-01-12,True,"{""dietary"": ""None""}"
47,hardik51,ashenoy@example.net,d7f19cf158d795fe994683e9b79f48ff4f6a81beff3540d10a4d7426b67e648a,+918979828772,"H.No. 46, Nazareth Ganj, Nizamabad 351954",40,2024-01-02,5,21,2024-01-06,True,"{""dietary"": ""Vegetarian""}"
48,sarkararunima,ehans@example.org,f2e4c2e8fbb196053bdfd18bf2f046f15a8ebc6803bd07382d671c7c5c415bcf,07458334095,"H.No. 15, Mukhopadhyay Zila, Bangalore 199058",7,2024-01-02,2,,2024-01-14,True,"{""dietary"": ""Vegetarian""}"
49,mjoshi,aarav38@example.net,2b9819eeef2f409dbcd4ae7eae81b61c1461e0d68c85ae8c6b9c47dd9f474e58,06704453155,"14/615, Nath Path, Siwan-220472",29,2024-01-03,1,,2024-01-25,True,"{""dietary"": ""None""}"
50,hritikdar,inayaganesan@example.com,37d0eee9d3abb8db8e68efbdcd97229f4651221ec69c1e1ee375c6f7e3e29f0e,+918041226570,"34, Anand Path, Shahjahanpur 702750",19,2024-01-03,1,,2024-01-16,True,"{""dietary"": ""Vegan""}"
51,imangat,pushtigaba@example.net,7fb54c288849303de25776f83b5c48f52ad8f2adc7ecebccc764d5c0687ec386,05211230094,"13/096, Mohanty Path, Maheshtala 640300",27,2024-01-03,3,,2024-01-20,True,"{""dietary"": ""Jain""}"
52,rudra22,meghana79@example.com,70984de97eb02691fd413ccd7e5674b7f0e31c32cea2f37b5e19d65b5bc76a1e,06525780509,"34/00, Taneja Road, Sikar-329279",6,2024-01-03,5,41,2024-01-04,True,"{""dietary"": ""Jain""}"
53,zarnachaudhuri,ddey@example.com,2ea1de6e299aea76608dd9a641c3c70b73704c29f9cc0bea3dfbbbd99254ee5d,02272160925,"45/66, Agarwal Ganj, Surendranagar Dudhrej-215039",17,2024-01-03,7,,2024-01-15,False,"{""dietary"": ""None""}"
54,dgoel,npai@example.com,6e3a15d4de105e587e79beed21ca6ce69bfe5d40202f3479cfaf45f48245c5f2,04901933742,"H.No. 21, Karpe Road, Jalna-784858",1,2024-01-03,1,,2024-01-30,False,"{""dietary"": ""Jain""}"
55,jdin,yadavi92@example.org,2b40ce3ef84912f333f1733413df4496bbcbc9d8d5c76f31cda9c39809e7fa85,+917132713503,"92/825, Dyal Road, Ulhasnagar-106409",10,2024-01-03,8,,2024-01-18,True,"{""dietary"": ""Vegan""}"
56,sakshambalan,ushukla@example.com,fee8a780d4ddc3fb9ea3363d5daef505947a139644afb221a057cde5b63d2558,+915712229001,"916, Parmar Road, Kanpur-668647",12,2024-01-03,5,14,2024-01-12,False,"{""dietary"": ""Jain""}"
57,fsangha,ijoshi@example.org,3faee78d7a4fd753ca60bf4c18aa41e98bf44368405d2e72c40a7739b71d42d4,09561790146,"56/97, Sekhon Ganj, Chandigarh-180280",3,2024-01-03,3,,2024-01-30,True,"{""dietary"": ""Vegetarian""}"
58,walialipika,chamanhanda@example.net,0821f97d57bfb794da7aad883e2b3e98ef84d2a6650296f0930ec86727fd36ea,06215415382,"15/219, Bala Marg, Davanagere 604913",44,2024-01-03,1,,2024-01-18,True,"{""dietary"": ""Vegan""}"
59,nirjatank,wriddhish25@example.net,fb0d944ebcc0978cea79b9b9db58fe781cfdbc32a40e3c2d300f92093e6d650a,03561443417,"96/12, Chopra Street, Jehanabad-027550",33,2024-01-03,1,,2024-01-16,True,"{""dietary"": ""None""}"
60,sameshrajagopal,rdas@example.net,26c895e55022b4a286b63b94f35000dd4b604ff746d73cd41e881ac5828c5c23,05078957489,"97/51, Bassi Nagar, Dehri 098550",17,2024-01-03,3,,2024-01-15,True,"{""dietary"": ""Jain""}"
61,fdada,vedapalla@example.org,b7410237032dd9e173743db77f44db33ac12811e765fb376650dfd589c1d028e,5042758893,"H.No. 635, Chanda Circle, Guntur 150949",8,2024-01-03,5,30,2024-01-26,True,"{""dietary"": ""Jain""}"
62,groverwatika,mchahal@example.org,2d06b69ac6d723afc2dd59305afa2363395c859b28e63b94f92f6742ac57d6a2,09012381565,"678, Sankaran Marg, Warangal-788289",10,2024-01-03,6,,2024-02-01,True,"{""dietary"": ""None""}"
63,advaithhalder,chatterjeewridesh@example.com,40d9213116d52e0b8f0fa97afab936e84a15f7869ab8a5df472f442d98c4ba2e,07829194710,"H.No. 58, Narayanan Circle, Mahbubnagar-334029",15,2024-01-03,1,,2024-02-01,True,"{""dietary"": ""None""}"
64,krishnanjackson,falguni23@example.org,c2178e9cbc8b38f869dc42eac2a2c86fc5ab8be9a3d947808005b489b5457942,06817408478,"98/174, Verma Circle, Karawal Nagar-955251",33,2024-01-03,3,,2024-01-05,True,"{""dietary"": ""Jain""}"
65,lakshmi71,arjun59@example.com,32b17ef221b53f3846f44d515d5ac9c87f7cf591e59aba0a1539d6df14ebf7b6,00053309438,"H.No. 764, Mukhopadhyay Chowk, Muzaffarpur 853104",36,2024-01-03,1,,2024-01-07,True,"{""dietary"": ""Vegetarian""}"
66,turvi87,kalpit90@example.org,1d3b9b4c2cb0ebfe572ee7e9966f5853963484c71710994441b4f19aa4d288ac,+915926391527,"27/27, Rau, Nanded 174647",32,2024-01-03,5,43,2024-01-04,True,"{""dietary"": ""Jain""}"
67,palikshita,chadhawazir@example.com,d6a416cf1cef5d441d27faf9419320efa89278364f7a1bd27ae8b6400e2ea365,00600830768,"44/40, Korpal Road, Madhyamgram 520023",5,2024-01-03,1,,2024-01-13,True,"{""dietary"": ""Jain""}"
68,xwali,zverma@example.com,6e6fbefe4fb2ff1f170cbe3164232c2fa89439f04ce458cf9195df7b0d87c286,06722552327,"56, Palla Marg, Panipat 167558",42,2024-01-03,1,,2024-01-13,True,"{""dietary"": ""Jain""}"
69,zdash,aarnav80@example.net,d43e1d4c3778d8d313d90d89e7ac9eeb58abd67a56e7260ac15c176b05b81cd1,0825342568,"43, Bhakta Nagar, Solapur-478765",45,2024-01-03,2,,2024-01-11,False,"{""dietary"": ""Jain""}"
70,mmaharaj,jchandra@example.net,42c1a94a7b83ebb0d89bad579966feb145b7af4cffb03cfefeeb91478d78d180,+919462666933,"80/722, Savant Nagar, Bareilly-689086",2,2024-01-03,4,,2024-01-11,True,"{""dietary"": ""Jain""}"
71,liam27,laban42@example.com,db80e57b03c71570b26dda2e57c5e068bc8f4320a005c700bea60edfb5285f50,+919540211416,"35/05, Jha Circle, Asansol-525145",45,2024-01-03,5,47,2024-01-03,False,"{""dietary"": ""None""}"
72,ijayaraj,singhjatin@example.net,e2d7d9b3a302b9fb60cd48c46e697142d5016aacf1651a2ba2e607c509978f0a,+912869487298,"H.No. 629, Lad Street, Ulhasnagar-324524",44,2024-01-04,1,,2024-02-03,True,"{""dietary"": ""Vegetarian""}"
73,purohitnathaniel,hhalder@example.org,29943cbd7497853d54b5df427fb5b1afff1eff8092a66edaaffc69d57ab5e032,08679017702,"H.No. 275, Sheth Marg, Jodhpur 446036",16,2024-01-04,1,,2024-01-24,True,"{""dietary"": ""None""}"
74,vinaya03,ibatra@example.com,1f025542b1f3d2e3a4a173fc15cc08958bb6a16532f43cef3444aea2ab04ca96,01892099140,"H.No. 13, Mall Ganj, Pali 671961",42,2024-01-04,9,,2024-01-28,True,"{""dietary"": ""Vegetarian""}"
75,champakvala,daviddutta@example.net,6c809e83f1c79a7c4382ed7e88d845fd83fcf91cf87be0df5648f891b65ea354,+917546459103,"H.No. 76, Varty Marg, Katni-798763",33,2024-01-04,1,,2024-01-10,True,"{""dietary"": ""Vegetarian""}"
76,dwadhwa,lucky17@example.org,e2bdab5aa65f936356b07bedd65db6ee2278aeb78b8f4cbcb13708a1d048f563,+913126115648,"H.No. 779, Narang Street, Ambala 686169",7,2024-01-04,2,,2024-01-11,True,"{""dietary"": ""Jain""}"
77,khareanay,mohammeddesai@example.org,3166db1c6d1906e457e1c43b506894992cd331e3f87181dc7fa7a8698ecbc810,09619842500,"H.No. 260, Bhattacharyya Marg, Tadipatri-087930",6,2024-01-04,1,,2024-01-25,True,"{""dietary"": ""Vegetarian""}"
78,ssubramanian,agastya09@example.net,7edaf64498bfce601e596dc530265a09fa8afe9fccc5dc6e40e039eb190aa263,+919301653423,"25/108, Hegde Road, Chandrapur-852952",12,2024-01-04,10,,2024-01-18,True,"{""dietary"": ""Vegan""}"
79,kbhavsar,yahvibhardwaj@example.net,2fd8f89c2c2c551edbd32265107e3ae7b281fb19dab2edcfc15bada884cd0a6c,9807096292,"48, Buch Circle, Bharatpur-768306",9,2024-01-04,4,,2024-01-28,True,"{""dietary"": ""Vegetarian""}"
80,qrajagopal,reva93@example.net,c8bbf573179d582fdfd9ce3af515ad907c193033f804f50d833e1d3c1d524873,5569570922,"440, Dugar Marg, Jamshedpur-426724",6,2024-01-04,7,,2024-01-23,True,"{""dietary"": ""None""}"
81,hegdeaarini,robert07@example.org,b524948092a05f2620576a2ae6c04c8596d5638e64b0a8b6cc7f2f1f67ca7dad,+913150762054,"H.No. 73, Mohanty Zila, Bhusawal-046856",38,2024-01-04,7,,2024-01-28,True,"{""dietary"": ""Vegan""}"
82,pdevi,kiaan41@example.net,c70587baa43f4b81b5fe8123ce4ff87fe56195cf942dbda2fd4d193ce557c41f,08111811213,"H.No. 485, Sodhi Road, Gaya-334281",14,2024-01-04,5,35,2024-01-07,True,"{""dietary"": ""None""}"
83,gdesai,ydugar@example.net,57a82a8b91d93e05586db11a6b28bfcee3328a68855e3ba2a23c40984616cabe,+913174384202,"47/93, Dhar Chowk, Madhyamgram-734115",18,2024-01-04,1,,2024-02-02,True,"{""dietary"": ""Jain""}"
84,saraparekh,girishaurora@example.net,088623b80fe9af1dc2f8ce5c638124ac11a44ead7effad96b6728810e1faf07e,6782153454,"H.No. 044, Walia Chowk, Haridwar-278706",22,2024-01-04,6,,2024-01-16,True,"{""dietary"": ""Vegetarian""}"
85,agastyashroff,harish96@example.com,d349c4606a7ad67f5ff428b001ec48f1fc62a4fd2abb6c782c8f21e1d7a9fc95,6445086889,"60/975, Karnik Nagar, Amravati 682643",10,2024-01-04,1,,2024-01-06,True,"{""dietary"": ""Vegetarian""}"
86,saninaveen,vedantchawla@example.com,c2732d06df909df3e569b8ee5ed27aa2f3653df73eee344438e5e4d2bfbad00f,02797506953,"75, Rajan Street, Asansol 273490",1,2024-01-04,4,,2024-01-07,True,"{""dietary"": ""Vegan""}"
87,pprabhakar,sanixalak@example.net,88855a44447f138907cca70748f69568e5d34f4ac58de5b44697ff1abcf4bd58,5018672819,"787, Luthra, Nandyal-268933",8,2024-01-04,4,,2024-01-31,True,"{""dietary"": ""None""}"
88,thakerwidisha,jaingeetika@example.net,52512c322875f60f4ab85794fa761f9a5f4f7088d63be360cd1160e35e03faf1,03175874859,"H.No. 336, Wali Nagar, Aurangabad 673063",47,2024-01-04,1,,2024-01-29,True,"{""dietary"": ""None""}"
89,daragaurang,isaiah14@example.net,ccca21eb3afdc8195494c36516311c79bae935396f8dd68a986aa13fb3ef071b,06585152374,"H.No. 60, Natt, Jamnagar 838915",45,2024-01-04,7,,2024-01-15,True,"{""dietary"": ""Jain""}"
90,upasnahayre,panini55@example.net,602e85a3b6127f9347306a0e8b45e8fbfb6eae388080505edbb0359dc14e76ea,+919273949444,"847, Nagi Circle, Bhagalpur-315472",8,2024-01-04,1,,2024-01-25,True,"{""dietary"": ""None""}"
91,onveer70,jagdish53@example.com,57f092af8dac9eb2a0778c5003e0d5e174f0fc688b79d837673d251fcb311c67,06432861648,"H.No. 201, Kalla Circle, Sri Ganganagar 240262",5,2024-01-04,2,,2024-01-20,True,"{""dietary"": ""Vegan""}"
92,chandranmunshi,jacksonratti@example.com,c88b34d403736be8f70ce48de06c686686ab21a2866c708217fb989a81ce7dcd,+914761381982,"H.No. 138, Solanki Nagar, Katihar 183727",20,2024-01-04,1,,2024-01-04,True,"{""dietary"": ""Jain""}"
93,niharika06,rajatadas@example.net,d6b03883bd5605e4f6c5f3e0dac0ef100dee4d0bb7b3b66436905cdbd07e7886,+918893166705,"188, Sanghvi Path, Sirsa-219139",23,2024-01-04,3,,2024-01-07,True,"{""dietary"": ""Vegan""}"
94,gsangha,lbhandari@example.net,04514715d86f8ec553ea2467438862f10e1fae38067141094216eda1c6b83767,5487453936,"315, Yogi Circle, Nagpur 619018",36,2024-01-05,4,,2024-01-25,True,"{""dietary"": ""Vegetarian""}"
95,qmukherjee,liam10@example.net,2ecc39de8e50ccb29e95e205785045a9e9bc2cc8ad56ee7d60b743f560785430,6803288649,"87, Kota Path, Firozabad-551771",11,2024-01-05,3,,2024-01-18,True,"{""dietary"": ""Vegan""}"
96,charan45,shanjai@example.com,4786fb1820032ff31d38c06281a4b49cd729bcff957f320e6a26b8a095e00421,05697566226,"H.No. 714, Shukla Road, Durg 088308",28,2024-01-05,2,,2024-01-24,True,"{""dietary"": ""Jain""}"
97,sanilila,dreddy@example.org,edd9db2e15159707b4abcd526b835f5fd713080af84404b84cf6dc1cb68da379,07711855561,"25/93, Boase Marg, Rajahmundry 664495",35,2024-01-05,2,,2024-01-19,True,"{""dietary"": ""Vegan""}"
98,yatankumer,tara84@example.org,044086e7419feb48d79ec4a9d927a22ad03a1949eca52913ee64d3e4fbdc73ae,+918424313279,"H.No. 15, Bedi Nagar, Rourkela 121103",44,2024-01-05,5,9,2024-01-15,True,"{""dietary"": ""None""}"
99,karpechasmum,osule@example.net,68b7ce0744461c2a85e3d1f67598637cb606f7c3b3005c55d1d9fd555aca3076,+915384635198,"H.No. 131, Sahota Street, Ghaziabad-315292",16,2024-01-05,1,,2024-01-13,True,"{""dietary"": ""Vegetarian""}"
100,qsandhu,bawasimon@example.net,a2b0bf5966ca33fd88a83a797da2eaf954a8dd66d25995b9d89fa03a6425d595,+911276124805,"79/65, Goda Circle, Muzaffarpur 227032",6,2024-01-05,4,,2024-01-29,True,"{""dietary"": ""Jain""}"
101,wriddhish29,vgokhale@example.org,7f994e05212ba97c2df6541341bc8a20ba60ae0479778bda79044338e7cc8f15,00668544792,"H.No. 517, Chand Nagar, Panipat 417107",1,2024-01-05,3,,2024-01-15,True,"{""dietary"": ""Jain""}"
102,yuvraj85,charvi33@example.com,6b0376f5e1d450573d1ffb77bacbd9e6b8b23384e338de09a7c5e049bada5282,02342685058,"524, Nair Nagar, Karawal Nagar-260605",40,2024-01-05,3,,2024-02-01,True,"{""dietary"": ""Vegetarian""}"
103,sudikshamemon,maanav90@example.com,02f746e6ace9ba65e67a963753fda4ce8581b4519952fdee026ff823a1a2ac1b,+919943909602,"14/70, Mody Path, Jabalpur 946834",4,2024-01-05,6,,2024-01-20,True,"{""dietary"": ""Vegan""}"
104,bathnikita,gaurika59@example.net,f5efeddabf1734e5410973667f3dbb520acdd3784eaa30122be5edc2df734281,3245428737,"927, Zacharia Street, Gangtok 227955",7,2024-01-05,5,22,2024-01-30,True,"{""dietary"": ""Vegan""}"
105,aadi51,watika32@example.net,7cba3fb3f5331b8db74c100d35760f497e28301411ab9a9f44d41c4614f7d255,6974151169,"50/69, Sandal Chowk, Kamarhati 453565",11,2024-01-05,3,,2024-01-13,True,"{""dietary"": ""Vegan""}"
106,jainronith,saraaurora@example.com,ae5b32d4046ce66f81a0d594bcd7b882bfb762e00d6aebe99a655830691cd11a,+915063144556,"80/822, Varty Circle, Orai-820502",16,2024-01-05,5,5,2024-01-22,True,"{""dietary"": ""Vegetarian""}"
107,veda79,tanish24@example.org,598bc868f0f9056ed213c2390ee2b7627b835cfdc71c4f106962149813b2da00,+912862092686,"99/450, Mody Road, Jhansi 432625",7,2024-01-05,2,,2024-01-07,True,"{""dietary"": ""Jain""}"
108,kainarayan,faris88@example.net,747a5e3f9b99f399e95b1d40993f44a2a93556c5c97eb964c4f88be775d2d284,1377020359,"H.No. 31, Chander Ganj, Raipur 944828",9,2024-01-05,1,,2024-01-20,True,"{""dietary"": ""Vegetarian""}"
